,id,title,concepts,countries_distinct_count,institutions_distinct_count,grants,keywords,open_access,primary_topic,sustainable_development_goals
4712,https://openalex.org/W4404025945,Structural connectivity of thalamic subnuclei in major depressive disorder: An ultra-high resolution diffusion MRI study at 7-Tesla,"Diffusion MRI,Psychology,Major depressive disorder,Neuroscience,Magnetic resonance imaging,Nuclear magnetic resonance,Medicine,Audiology,Radiology,Physics,Amygdala",2,12,,,hybrid,Advanced Neuroimaging Techniques and Applications,
4713,https://openalex.org/W4404027415,"Inno4Vac Workshop Report Part 1: Controlled Human Influenza Virus Infection Model (CHIVIM) Strain Selection and Immune Assays for CHIVIM Studies, November 2021, MHRA, UK","Immune system,Virus,Virology,Influenza A virus,Immunology,Biology",4,9,Innovative Medicines Initiative,,gold,Respiratory viral infections research,Good health and well-being
4714,https://openalex.org/W4404032139,CUL3-Related Neurodevelopmental Disorder: Clinical Phenotype of 20 New Individuals and Identification of a Potential Phenotype-Associated Episignature,"Phenotype,Identification (biology),Clinical phenotype,Genetics,Biology,Gene,Botany",9,26,Genome Canada,"Identification,Clinical phenotype",gold,Genomics and Rare Diseases,Zero hunger
4715,https://openalex.org/W4404043707,Policy insights on the migration-sustainability nexus for urban governance.,"Nexus (standard),Corporate governance,Sustainability,Urban sustainability,Environmental planning,Urban policy,Political science,Business,Urban planning,Geography,Computer science,Engineering,Civil engineering,Ecology,Finance,Biology,Embedded system",7,10,,"Urban Sustainability,Urban Policy",gold,Urban and Rural Development Challenges,Sustainable cities and communities
4716,https://openalex.org/W4404044582,Serum neurofilament light and glial fibrillary acidic protein levels are not associated with wearing-off symptoms in natalizumab-treated multiple sclerosis patients,"Natalizumab,Multiple sclerosis,Glial fibrillary acidic protein,Medicine,Biomarker,Neurofilament,Internal medicine,Pathology,Oncology,Gastroenterology,Immunology,Immunohistochemistry,Chemistry,Biochemistry",1,24,"Stichting MS Research,Hersenstichting,Innovatiefonds Zorgverzekeraars,Innovative Medicines Initiative","Natalizumab,Neurofilament",hybrid,Multiple Sclerosis Research Studies,Good health and well-being
4717,https://openalex.org/W4404044906,Calcium Phosphate Loaded with Curcumin Prodrug and Selenium Is Bifunctional in Osteosarcoma Treatments,"Prodrug,Curcumin,Selenium,Bifunctional,Materials science,Calcium,Phosphate,Osteosarcoma,Nuclear chemistry,Pharmacology,Cancer research,Organic chemistry,Medicine,Chemistry,Metallurgy,Catalysis",2,4,"Nederlandse Organisatie voor Wetenschappelijk Onderzoek,Higher Education Discipline Innovation Project",,gold,Curcumin's Biomedical Applications,Clean water and sanitation
4718,https://openalex.org/W4404045067,The effect of trauma‐focused therapy on voice‐hearing: An experience sampling study,"Audiology,Experience sampling method,Psychology,Hearing loss,Hearing aid,Randomized controlled trial,Affect (linguistics),Clinical psychology,Medicine,Surgery,Communication,Social psychology",2,13,Stichting tot Steun Vereniging tot Christelijke Verzorging van Geestes- en Zenuwzieken,"Experience sampling method,Hearing aid,Affect",hybrid,Posttraumatic Stress Disorder Research,
4719,https://openalex.org/W4404055027,Perioperative safety and oncological efficacy of simultaneous versus colorectal and liver first two-staged resections in patients with synchronous colorectal liver metastases: a systematic review and network meta-analysis,"Medicine,Meta-analysis,Perioperative,Observational study,Colorectal cancer,Internal medicine,Surgery,Gastroenterology,Cancer",5,9,,,closed,Hepatocellular Carcinoma Treatment and Prognosis,Good health and well-being
4720,https://openalex.org/W4404055062,The severe von Willebrand Disease variant p.M771V leads to impaired anterograde trafficking of Von Willebrand factor in patient-derived and base-edited ECFCs,"Von Willebrand factor,Von Willebrand disease,Medicine,Immunology,Platelet",1,6,"CSL Behring,Stichting Haemophilia",von Willebrand Disease,closed,Platelet Disorders and Treatments,Gender equality
4721,https://openalex.org/W4404055240,Bilateral symmetry assessment of healthy forearm kinematics using 4D-CT,"Forearm,Kinematics,Symmetry (geometry),Medicine,Geology,Orthodontics,Physics,Anatomy,Computer science,Mathematics,Geometry,Classical mechanics",1,2,Eurostars,,hybrid,Orthopedic Surgery and Rehabilitation,Zero hunger
4722,https://openalex.org/W4404055828,Psychometric properties of the Dutch translation of the Child Self-Report Playfulness questionnaire,"Psychometrics,Psychology,Medicine,Clinical psychology",1,2,,,gold,Early Childhood Education and Development,Gender equality
4723,https://openalex.org/W4404058694,Glucagon-like peptide-1 receptor agonist use is associated with reduced risk of out-of-hospital cardiac arrest in women with type 2 diabetes: A nationwide nested case-control study,"Agonist,Medicine,Glucagon-like peptide 1 receptor,Nested case-control study,Internal medicine,Diabetes mellitus,Type 2 diabetes,Endocrinology,Glucagon,Glucagon-like peptide-1,Type 1 diabetes,Receptor,Case-control study,Insulin",2,6,,Nested case-control study,gold,Diabetes Management and Research,Good health and well-being
4724,https://openalex.org/W4404063673,Space as a mental toolbox in the representation of meaning,"Coherence (philosophical gambling strategy),Salient,Representation (politics),Dimension (graph theory),Space (punctuation),Mental representation,Computer science,Cognitive psychology,Toolbox,Meaning (existential),Set (abstract data type),Artificial intelligence,Psychology,Mathematics,Cognition,Pure mathematics,Neuroscience,Politics,Political science,Law,Psychotherapist,Programming language,Operating system,Statistics",3,5,,"Representation,Toolbox",gold,"Language, Metaphor, and Cognition",Reduced inequalities
4725,https://openalex.org/W4404073541,Linking theory and practice to advance sustainable healthcare: the development of maturity model version 1.0,"Health care,Health administration,Maturity (psychological),Sustainability,Capability Maturity Model,Process management,Health informatics,Nursing research,Knowledge management,Business,Environmental resource management,Computer science,Medicine,Nursing,Psychology,Ecology,Political science,Environmental science,Biology,Developmental psychology,Software,Law,Programming language",1,3,,Health administration,gold,Climate Change and Health Impacts,Life on land
4726,https://openalex.org/W4404076525,Gut microbiome in human melioidosis: composition and resistome dynamics from diagnosis to discovery,"Resistome,Melioidosis,Microbiome,Medicine,Metagenomics,Burkholderia pseudomallei,Gut microbiome,Composition (language),Computational biology,Microbiology,Antibiotics,Bioinformatics,Biology,Bacteria,Pathology,Antibiotic resistance,Genetics,Integron,Gene,Linguistics,Philosophy",4,6,Indian Council of Medical Research,"Resistome,Melioidosis,Burkholderia pseudomallei,Gut microbiome",gold,Burkholderia infections and melioidosis,Life on land
4727,https://openalex.org/W4404079262,Echoes Through Time: Transforming Climate Litigation Narratives on Future Generations,"Narrative,Environmental ethics,Political science,Climate change,Law and economics,Environmental planning,Sociology,Geography,Oceanography,Philosophy,Geology,Linguistics",4,2,,,hybrid,Environmental law and policy,Climate action
4728,https://openalex.org/W4404094356,A mini-review on the international gyrate atrophy symposium 2023: More than meets the eye. Focus on outstanding research questions,"Focus (optics),Engineering ethics,Medicine,Engineering,Optics,Physics",5,12,,,closed,Genetic Neurodegenerative Diseases,
4729,https://openalex.org/W4404106419,Day2Dark: Pseudo-Supervised Activity Recognition Beyond Silent Daylight,"Daylight,Pattern recognition (psychology),Artificial intelligence,Computer science,Activity recognition,Optics,Physics",1,3,"Universiteit van Amsterdam,Ministerie van Economische Zaken en Klimaat","Daylight,Activity Recognition",hybrid,Human Pose and Action Recognition,Quality education
4730,https://openalex.org/W4404115219,Natural variation of the streptococcal Group A carbohydrate biosynthesis genes impacts host-pathogen interaction,"Host (biology),Pathogen,Gene,Group A,Biology,Microbiology,Biosynthesis,Group (periodic table),Genetics,Chemistry,Medicine,Organic chemistry,Internal medicine",2,4,,Group A,green,Streptococcal Infections and Treatments,Good health and well-being
4731,https://openalex.org/W4404117496,"Dysphoric Milk Ejection Reflex: Measurement, Prevalence, Clinical Features, Maternal Mental Health, and Mother–Infant Bonding","Medicine,Breastfeeding,Reflex,Mental health,Obstetrics,Pediatrics,Environmental health,Psychiatry,Internal medicine",2,2,,,closed,Breastfeeding Practices and Influences,Zero hunger
4732,https://openalex.org/W4404120329,The combined effect of a goal-oriented leadership app and leaders’ mindset in optimising training transfer,"Mindset,Transfer of training,Psychology,Psychological intervention,Context (archaeology),Transfer of learning,Intervention (counseling),Affect (linguistics),Knowledge transfer,Applied psychology,Social psychology,Knowledge management,Medical education,Computer science,Cognitive psychology,Developmental psychology,Medicine,Artificial intelligence,Paleontology,Communication,Psychiatry,Biology",3,4,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,"Mindset,Transfer of training,Transfer of learning,Affect,Knowledge Transfer",hybrid,Human Resource Development and Performance Evaluation,
4733,https://openalex.org/W4404121272,Efficient laminar-distributed interactions and orientation selectivity in the mouse V1 cortical column,"Laminar flow,Selectivity,Orientation (vector space),Column (typography),Chemistry,Computer science,Geology,Neuroscience,Biology,Mathematics,Geometry,Physics,Mechanics,Biochemistry,Connection (principal bundle),Catalysis",1,1,,,green,Neural dynamics and brain function,
4734,https://openalex.org/W4404124885,Hobbes on Justice,"Economic Justice,Political science,Law and economics,Sociology,Computer science,Philosophy,Epistemology,Law",1,1,,,closed,Seventeenth-Century Political and Philosophical Thought,"Peace, justice, and strong institutions"
4735,https://openalex.org/W4404127458,From Regional Islamic Reform to Global Anti-colonialism? Jamaladdin al-Afghani and Russia’s Muslims,"Islam,Colonialism,Political science,Economy,Political economy,History,Sociology,Economics,Law,Archaeology",1,1,,,hybrid,Islamic Studies and History,"Peace, justice, and strong institutions"
4736,https://openalex.org/W4404134438,Odorant Binding Proteins Facilitate the Gas‐Phase Uptake of Odorants Through the Nasal Mucus,"Mucus,Gas phase,Chemistry,Environmental chemistry,Biophysics,Chromatography,Biochemistry,Biology,Ecology,Organic chemistry",2,4,,,bronze,Olfactory and Sensory Function Studies,Affordable and clean energy
4737,https://openalex.org/W4404155748,Exome-wide analysis of congenital kidney anomalies reveals new genes and shared architecture with developmental disorders,"Phenotype,Biology,Genetics,Exome sequencing,Gene,Candidate gene,Genetic architecture,Kidney disease,Bioinformatics,Endocrinology",9,46,,"Candidate gene,Genetic architecture",green,Renal and related cancers,Good health and well-being
4738,https://openalex.org/W4404160976,"Quantitative evaluation of the effects of dual-energy CT acquisition, reconstruction and postprocessing parameters on virtual Non-Calcium (VNCa) images","Medicine,Scanner,Image quality,Image noise,Iterative reconstruction,Nuclear medicine,Image resolution,Biomedical engineering,Artificial intelligence,Radiology,Computer science,Image (mathematics)",3,6,,Image noise,closed,Advanced X-ray and CT Imaging,Affordable and clean energy
4739,https://openalex.org/W4404167338,Examining associations of air pollution and green space with depressive symptoms in adults: A LongITools cross-cohort analysis,"Air pollution,Cohort,Environmental health,Cohort study,Pollution,Environmental science,Medicine,Ecology,Biology,Internal medicine",2,5,,,closed,Urban Green Space and Health,Sustainable cities and communities
4740,https://openalex.org/W4404188165,Maladaptive Restrictive Food Choice Behavior in Adolescents With Anorexia Nervosa,"Anorexia nervosa,Psychology,Developmental psychology,Anorexia,Feeding behavior,Clinical psychology,Eating disorders,Psychotherapist,Medicine,Endocrinology,Internal medicine",2,4,,"Anorexia nervosa,Anorexia",bronze,Eating Disorders and Behaviors,Zero hunger
4741,https://openalex.org/W4404190942,Comparison of surgical effectiveness: kidney sparing surgery for upper tract urothelial carcinoma,"Medicine,Urothelial carcinoma,Urology,General surgery,Surgery,Internal medicine,Cancer,Bladder cancer",3,6,,,closed,Bladder and Urothelial Cancer Treatments,Good health and well-being
4742,https://openalex.org/W4404209106,Factors affecting the feasibility of post-authorisation RCTs for conditionally authorised anticancer medicines: a multistakeholder perspective from a qualitative focus group study,"Medicine,Authorization,Focus group,Perspective (graphical),Alternative medicine,Qualitative research,Family medicine,Traditional medicine,Pharmacology,Pathology,Social science,Computer security,Marketing,Artificial intelligence,Sociology,Computer science,Business",1,5,KWF Kankerbestrijding,,gold,Economic and Financial Impacts of Cancer,
4743,https://openalex.org/W4404212530,<i>ZmCCD8</i> regulates sugar and amino acid accumulation in maize kernels via strigolactone signalling,"Biology,Strigolactone,Signalling,Sugar,Amino acid,Cell biology,Botany,Biochemistry,Gene,Arabidopsis,Mutant",3,7,"National Natural Science Foundation of China,China Postdoctoral Science Foundation,National Key Research and Development Program of China","Strigolactone,Signalling",gold,Plant Parasitism and Resistance,
4744,https://openalex.org/W4404286774,"Causes of death among patients diagnosed with chronic lymphocytic leukemia: A population‐based study in the Netherlands, 1996–2020","Chronic lymphocytic leukemia,Medicine,Hazard ratio,Confidence interval,Cause of death,Population,Internal medicine,Leukemia,Proportional hazards model,Disease,Environmental health",1,10,,,gold,Chronic Lymphocytic Leukemia Research,Good health and well-being
4745,https://openalex.org/W4404316702,"Diagnosing Hirschsprung disease in children older than six months of age: complications after rectal biopsy, insight in final diagnoses and factors associated with Hirschsprung disease","Medicine,Hirschsprung's disease,Medical diagnosis,Disease,Biopsy,Pediatrics,Surgery,Radiology,Internal medicine",1,4,,Hirschsprung's disease,hybrid,Congenital gastrointestinal and neural anomalies,Good health and well-being
4746,https://openalex.org/W4404333693,Usability and Usefulness of a Symptom Management Coaching System for Cancer Patients treated with Immune Checkpoint Inhibitors: a Comparative Mixed-Methods Study (Preprint),"Preprint,Usability,Coaching,Medicine,Computer science,Psychology,Operating system,World Wide Web,Psychotherapist",5,8,,Preprint,gold,Cancer survivorship and care,
4747,https://openalex.org/W4404353403,Preterm birth recurrence after spontaneous preterm birth between 16-28 weeks: a national cohort study,"Medicine,Obstetrics,Cohort,Premature birth,Cohort study,Pediatrics,Pregnancy,Gestation,Internal medicine,Biology,Genetics",1,3,,Premature birth,gold,Preterm Birth and Chorioamnionitis,Gender equality
4748,https://openalex.org/W4404394255,Calcific Aortic Valve Disease,"Medicine,Cardiology,Internal medicine,Aortic valve",1,2,Academisch Medisch Centrum,,green,Cardiac Valve Diseases and Treatments,
4749,https://openalex.org/W4404414050,Multicellular 3D models to study myocardial ischemia–reperfusion injury,"Bench to bedside,Context (archaeology),Medicine,Ischemia,Neuroscience,Multicellular organism,Reperfusion injury,Myocardial ischemia,Disease,Bioinformatics,Hypoxia (environmental),Pathology,Cardiology,Cell,Biology,Medical physics,Genetics,Paleontology,Chemistry,Organic chemistry,Oxygen",2,4,,"Bench to bedside,Multicellular organism,Hypoxia",gold,Cardiac Ischemia and Reperfusion,Good health and well-being
4750,https://openalex.org/W4404433475,Does (Biasing) Nonverbal Information Deteriorate the Accuracy of the Take‐the‐Best Heuristic for Deception Detection?,"Deception,Psychology,Nonverbal communication,Heuristic,Lie detection,Cognitive psychology,Social psychology,Artificial intelligence,Communication,Computer science",2,2,,Lie detection,hybrid,Deception detection and forensic psychology,
4751,https://openalex.org/W4404434515,Cost-effectiveness of Implementing a Genotype-Guided De-Escalation Strategy in Patients with Acute Coronary Syndrome,"Prasugrel,Ticagrelor,Acute coronary syndrome,Clopidogrel,CYP2C19,Medicine,P2Y12,Aspirin,Internal medicine,De-escalation,Cardiology,Myocardial infarction,Cytochrome P450,Metabolism",1,12,,De-escalation,hybrid,Antiplatelet Therapy and Cardiovascular Diseases,Good health and well-being
4752,https://openalex.org/W4404499581,Evaluation of the recently established Dutch nationwide Archipelago of Ovarian Cancer Research biobank,"Biobank,Archipelago,Ovarian cancer,Medicine,Cancer,Pathology,Biology,Internal medicine,Bioinformatics,Ecology",1,26,KWF Kankerbestrijding,Archipelago,hybrid,Ovarian cancer diagnosis and treatment,Good health and well-being
4753,https://openalex.org/W4404512485,On the edge of the social media landscape: associations with adolescent substance use and moderation by parental rules,"Hashish,Moderation,Substance use,Psychology,Logistic regression,Alcohol,Environmental health,Medicine,Cannabis,Clinical psychology,Social psychology,Psychiatry,Biochemistry,Chemistry,Internal medicine",2,5,,"Hashish,Moderation",hybrid,Impact of Technology on Adolescents,Good health and well-being
4754,https://openalex.org/W4404514420,Tickling induces a unique type of spontaneous laughter,"Laughter,Active listening,Perception,Cognitive psychology,Everyday life,Psychology,Biology,Communication,Neuroscience,Political science,Law",3,5,"Netherlands eScience Center,Nederlandse Organisatie voor Wetenschappelijk Onderzoek","Laughter,Everyday Life",hybrid,Humor Studies and Applications,
4755,https://openalex.org/W4404521675,Identifying colorectal cancer-specific vulnerabilities in the Wnt-driven long non-coding transcriptome,"Wnt signaling pathway,Transcriptome,Biology,Long non-coding RNA,Computational biology,Cancer research,Gene,RNA,Genetics,Gene expression",3,7,"KWF Kankerbestrijding,KWF Kankerbestrijding",,hybrid,Cancer-related molecular mechanisms research,
4756,https://openalex.org/W4404532449,Breaking up Big Tech: scissor-line suggestions for smart cuts,"Line (geometry),Business,Mathematics,Geometry",1,2,,Line (geometry),hybrid,Big Data and Business Intelligence,"Peace, justice, and strong institutions"
4757,https://openalex.org/W4404546717,Identification of pancreatic cancer-specific protease substrates for protease-dependent targeted delivery,"Protease,Peptide library,Pancreatic cancer,Targeted therapy,Cancer research,Cleavage (geology),Peptide,Biology,Chemistry,Computational biology,Cancer,Biochemistry,Enzyme,Peptide sequence,Gene,Paleontology,Genetics,Fracture (geology)",1,3,KWF Kankerbestrijding,"Targeted Therapy,Cleavage (geology)",gold,RNA Interference and Gene Delivery,Good health and well-being
4758,https://openalex.org/W4404558008,Gaming the City: The Monetization of Urban Affect and Homemaking in Popular Video Games,"Monetization,Affect (linguistics),Advertising,Multimedia,Computer science,Business,Psychology,Communication,Economics,Macroeconomics",1,2,,"Monetization,Affect",hybrid,Digital Games and Media,Sustainable cities and communities
4759,https://openalex.org/W4404566927,Reply to: Concerns regarding proposed groundwater Earth system boundary,"Earth (classical element),Groundwater,Boundary (topology),Earth system science,Environmental science,Astrobiology,Earth science,Geology,Geotechnical engineering,Physics,Oceanography,Mathematics,Mathematical analysis,Mathematical physics",6,9,,Earth system science,hybrid,Geophysics and Gravity Measurements,Climate action
4760,https://openalex.org/W4404571657,Genetic testing in a national cohort of adults with chronic kidney disease of unknown origin,"Medicine,Kidney disease,Context (archaeology),Genetic testing,Cohort,Prospective cohort study,Intensive care medicine,Disease,Diagnostic test,Clinical Practice,Internal medicine,Pediatrics,Family medicine,Paleontology,Biology",1,13,"Nierstichting,Ministerie van Economische Zaken en Klimaat,Sanofi Genzyme",Clinical Practice,closed,Genomics and Rare Diseases,
4761,https://openalex.org/W4404571974,Minimal data poisoning attack in federated learning for medical image classification: An attacker perspective,"Computer science,Perspective (graphical),Computer security,Artificial intelligence,Image (mathematics),Machine learning,Data mining",3,4,,,closed,Adversarial Robustness in Machine Learning,Gender equality
4762,https://openalex.org/W4404588214,Using computational modeling to validate the onset of productive determiner–noun combinations in English-learning children,"Determiner,Productivity,Linguistics,Parallels,Noun,Computer science,Sample (material),Artificial intelligence,Determiner phrase,Noun phrase,Language acquisition,Set (abstract data type),Psychology,Natural language processing,Engineering,Mechanical engineering,Philosophy,Chemistry,Chromatography,Economics,Macroeconomics,Programming language",2,5,"Institute of Education Sciences,Eunice Kennedy Shriver National Institute of Child Health and Human Development","Determiner,Sample (material),Determiner phrase",hybrid,Language Development and Disorders,
4763,https://openalex.org/W4404592263,Prediction of methylphenidate treatment response for ADHD using conventional and radiomics T1 and DTI features: Secondary analysis of a randomized clinical trial,"Methylphenidate,Randomized controlled trial,Psychology,Medicine,Radiomics,Attention deficit hyperactivity disorder,Clinical psychology,Internal medicine,Radiology",1,4,China Scholarship Council,,gold,Radiomics and Machine Learning in Medical Imaging,Good health and well-being
4764,https://openalex.org/W4404619718,"Booster-free anti-retroviral therapy for persons living with HIV and multidrug resistance (B-Free): protocol for a multicentre, multistage, randomised, controlled, non-inferiority trial","Medicine,Booster (rocketry),Human immunodeficiency virus (HIV),Clinical trial,Protocol (science),Multiple drug resistance,Antiretroviral therapy,Internal medicine,Family medicine,Alternative medicine,Drug resistance,Viral load,Pathology,Physics,Astronomy,Microbiology,Biology",3,24,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,Booster (rocketry),bronze,HIV/AIDS drug development and treatment,Good health and well-being
4765,https://openalex.org/W4404625537,Does involvement of the anterior syndesmosis affect the functional outcome of acute ligamentous ankle injuries?,"Syndesmosis,Ankle,Affect (linguistics),Medicine,Outcome (game theory),Physical medicine and rehabilitation,Surgery,Psychology,Fibula,Tibia,Mathematics,Communication,Mathematical economics",2,5,,"Syndesmosis,Affect",hybrid,Foot and Ankle Surgery,
4766,https://openalex.org/W4404668860,Patients' Ability to Self‐Manage Their Surgical Wound to Prevent Wound Complications: A Cross‐Sectional Study,"Medicine,Wound care,Surgical wound,Patient education,Health care,Cross-sectional study,Hospital discharge,MEDLINE,Intensive care medicine,Emergency medicine,Nursing,Surgery,Pathology,Political science,Law,Economics,Economic growth",2,6,,"Wound care,Surgical wound,Patient Education,Cross-sectional study,Hospital discharge",hybrid,Wound Healing and Treatments,Quality education
4767,https://openalex.org/W4404671504,The Sociable and the Deviant: A Latent Profile Analysis of HEXACO and the Dark Triad,"Quality of Life Research,Psychology,Triad (sociology),Dark triad,Business ethics,Developmental psychology,Latent class model,Social psychology,Statistics,Big Five personality traits,Personality,Mathematics,Psychoanalysis,Political science,Public health,Medicine,Public relations,Nursing",1,1,,"Triad (sociology),Dark triad",hybrid,Personality Traits and Psychology,
4768,https://openalex.org/W4404683358,Active restoration efforts drive community succession and assembly in a desert during the past 53 years,"Ecological succession,Ecology,Desert (philosophy),Restoration ecology,Geography,Environmental science,Biology,Political science,Law",3,4,"National Natural Science Foundation of China,National Natural Science Foundation of China,National Natural Science Foundation of China,Natural Science Foundation of Gansu Province,Natural Science Foundation of Gansu Province,Natural Science Foundation of Gansu Province,National Key Research and Development Program of China,Fundamental Research Funds for the Central Universities","Desert (philosophy),Restoration Ecology",hybrid,Rangeland and Wildlife Management,Life on land
4769,https://openalex.org/W4404703429,"The platformization of the follower factory: Para-platforms, automation, and labor in the market for social media engagements","Factory (object-oriented programming),Social media,Automation,Business,Labour economics,Industrial organization,Manufacturing engineering,Engineering,Computer science,Economics,World Wide Web,Mechanical engineering,Programming language",2,2,"Nederlandse Organisatie voor Wetenschappelijk Onderzoek,Vetenskapsrådet",Factory (object-oriented programming),closed,Digital Economy and Work Transformation,
4770,https://openalex.org/W4404705371,Why not ask them? A systematic scoping review of research on dyadic teacher–student relationships as perceived by students with emotional and behavioral problems,"Psychology,Perspective (graphical),Ambivalence,Perception,Narrative,Empirical research,Developmental psychology,Social psychology,Mathematics education,Linguistics,Philosophy,Epistemology,Neuroscience,Artificial intelligence,Computer science",2,5,,"Ambivalence,Empirical Research",gold,Early Childhood Education and Development,Quality education
4771,https://openalex.org/W4404723392,Olfactory Dysfunction in Chronic Rhinosinusitis with Nasal Polyps: Effect of Treatment with Emphasis on Biological Therapy,"Nasal polyps,Chronic rhinosinusitis,Medicine,Allergy,Dermatology,Olfaction,Sinusitis,Intensive care medicine,Internal medicine,Immunology,Psychology,Neuroscience",1,2,,"Nasal Polyps,Chronic Rhinosinusitis",closed,Olfactory and Sensory Function Studies,Good health and well-being
4772,https://openalex.org/W4404726401,The effectiveness of ultrasound-indicated cerclage for the reduction of extreme preterm birth in twin pregnancies with a short cervix: a systematic review and meta-analysis,"Meta-analysis,Obstetrics,Medicine,Cervix,Twin Pregnancy,Preterm delivery,Cervical cerclage,Gynecology,Pregnancy,Fetus,Gestation,Biology,Internal medicine,Cancer,Genetics",2,4,,"Twin Pregnancy,Cervical cerclage",hybrid,Preterm Birth and Chorioamnionitis,
4773,https://openalex.org/W4404727045,Guidelines and Guidance: What is the path forward for the International Society on Thrombosis and Haemostasis?,"Thrombosis,Path (computing),Medicine,Internal medicine,Computer science,Programming language",9,21,,,closed,Lipoproteins and Cardiovascular Health,Partnerships for the goals
4774,https://openalex.org/W4404728357,What’s the matter in phytoplankton? Highlighting the importance of stoichiometric traits in lake ecosystem models,"Phytoplankton,Ecosystem,Environmental science,Ecology,Ecological stoichiometry,Biology,Nutrient",2,5,,Ecological stoichiometry,gold,Aquatic Ecosystems and Phytoplankton Dynamics,
4775,https://openalex.org/W4404733896,The use of dental patient-reported outcomes (dPROs) in prediction modeling studies in oral health: A methodological review,"Medicine,Oral health,Evidence-based dentistry,Dentistry,Family medicine,Alternative medicine,Pathology",2,4,,Evidence-based dentistry,hybrid,Reliability and Agreement in Measurement,
4776,https://openalex.org/W4404734146,The nursing shared decision making attitude scale: A translation and psychometric evaluation study,"Scale (ratio),Psychology,Nursing,Psychometric testing,Medicine,Psychometrics,Clinical psychology,Geography,Cartography,Internal consistency",1,3,,Psychometric testing,gold,Patient-Provider Communication in Healthcare,
4777,https://openalex.org/W4404738885,Setting an Example for the “Sharing Economy” Category: The Double-Edged Sword of Exemplars,"SWORD,Sharing economy,Economy,Business,Economic system,Economics,Political science,Computer science,Law,World Wide Web",1,1,,"SWORD,Sharing Economy",closed,Sharing Economy and Platforms,Decent work and economic growth
4778,https://openalex.org/W4404760900,Mental disorder symptoms and diagnoses are differently associated with labour market attachment and registered income until midlife: The Northern Finland Birth Cohort 1966,"Mental health,Psychiatry,Cohort,Medicine,Psychological intervention,Asymptomatic,Medical diagnosis,Prevalence of mental disorders,Cohort study,Internal medicine,Pathology",2,6,"Socialdepartementet,Oulun Yliopisto",,closed,Employment and Welfare Studies,No poverty
4779,https://openalex.org/W4404778360,What is news? Mapping the diversity of news experiences in digital trace data,"TRACE (psycholinguistics),Diversity (politics),Computer science,Political science,Linguistics,Law,Philosophy",2,3,,TRACE (psycholinguistics),closed,Social Media and Politics,Quality education
4780,https://openalex.org/W4404792727,"If things were simple, word would have gotten around. Can complexity science help us improve pediatric research?","Toolbox,Complexity science,Computer science,Perspective (graphical),Simple (philosophy),Focus (optics),Data science,Complex system,Medical science,Point (geometry),Psychological intervention,Medical research,Management science,Engineering ethics,Artificial intelligence,Psychology,Medicine,Epistemology,Mathematics,Medical education,Philosophy,Physics,Geometry,Pathology,Psychiatry,Optics,Economics,Programming language,Engineering",2,8,,"Toolbox,Complexity science,Complex system,Medical science,Medical Research",hybrid,"Health, Environment, Cognitive Aging",
4781,https://openalex.org/W4404793864,Gene therapy in advanced metachromatic leukodystrophy: tempering expectations,"Metachromatic leukodystrophy,Human genetics,Leukodystrophy,Genetic enhancement,Medicine,Biology,Genetics,Bioinformatics,Gene,Internal medicine,Pathology,Disease",11,34,,Human genetics,diamond,RNA regulation and disease,"Zero hunger,Climate action"
4782,https://openalex.org/W4404804199,Clinical sleep staging for insomnia disorder,"Insomnia,Sleep (system call),Medicine,Psychiatry,Psychology,Computer science,Operating system",2,2,,Sleep,closed,Sleep and related disorders,
4783,https://openalex.org/W4404809475,Micrometer-sized robotic chameleons,"Micrometer,Metamaterial,Materials science,Nanotechnology,Optics,Optoelectronics,Physics",1,1,,Micrometer,closed,Advanced Materials and Mechanics,
4784,https://openalex.org/W4404814136,CBX7 inhibitors affect H3K9 methyltransferase-regulated gene repression in leukemic cells,"Psychological repression,Methyltransferase,Affect (linguistics),Gene,Protein arginine methyltransferase 5,Genetics,Methylation,Chemistry,Biology,Gene expression,Psychology,Communication",1,4,,Affect,hybrid,Epigenetics and DNA Methylation,
4785,https://openalex.org/W4404820576,Risk‐Based Decision Making: Estimands for Sequential Prediction Under Interventions,"Psychological intervention,Intervention (counseling),Context (archaeology),Predictive modelling,Estimation,Computer science,Risk analysis (engineering),Actuarial science,Psychology,Medicine,Machine learning,Paleontology,Business,Management,Economics,Biology,Psychiatry",5,13,,Predictive modelling,green,Advanced Causal Inference Techniques,"Gender equality,Peace, justice, and strong institutions"
4786,https://openalex.org/W4404829385,The effect of altered sleep timing on glycaemic outcomes: Systematic review of human intervention studies,"Medicine,Sleep (system call),Sleep deprivation,Postprandial,Population,Intervention (counseling),Randomized controlled trial,MEDLINE,Weight loss,Physical therapy,Internal medicine,Diabetes mellitus,Obesity,Circadian rhythm,Psychiatry,Endocrinology,Environmental health,Computer science,Operating system,Political science,Law",4,18,"ZonMw,Diabetes Fonds,Canadian Institutes of Health Research",Sleep,hybrid,Sleep and related disorders,Good health and well-being
4787,https://openalex.org/W4404834140,Parasitism as a potential driver of aposematism,"Parasitism,Aposematism,Biology,Zoology,Ecology,Predation,Host (biology),Predator",2,2,National Science Foundation,Aposematism,closed,Evolutionary Game Theory and Cooperation,Zero hunger
